the_geom,uid,facname,addressnum,streetname,address,city,zipcode,boro,borocode,bin,bbl,commboard,nta,council,schooldist,policeprct,censtract,factype,the_geom_webmercator,facgroup,facdomain,servarea,opname,opabbrev,optype,overagency,overabbrev,overlevel,capacity,captype,proptype,latitude,longitude,xcoord,ycoord,datasource,facsubgrp
0101000020E6100000D28E1B7E378052C09A0645F3005C4440,e227d4b30d6b2c281551e1713da19ae1,ARTISTS SPACE,55,WALKER STREET,55 WALKER STREET,NEW YORK,10013,Manhattan,1,1075735,1001937503,101,MN24,01,001,02,003300,VISUAL ARTS,0101000020110F0000A27BE6D6F06C5FC1ED3E186D71F65241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,Artists Space,Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.718779,-74.003387,983311.114376901,201147.11362872,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E61000005E92A54BF97B52C049AFCA8F066D4440,008c48c1f264d1e82eef72c7f0faa064,"ARTISTS UNITE, INC.",730,WEST 183 STREET,730 W 183RD STREET,NEW YORK,10033,Manhattan,1,1064387,1021800015,112,MN35,10,034,06,027300,"MULTI-DISCIPL, PERF & NON-PERF",0101000020110F000067FB08D3BB655FC1E455AD4E89095341,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,"Artists Unite, Inc.",Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.8517627467796,-73.9370907895004,1001653.80752259,249603.873053126,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E61000002925B8D28C8052C0E3AE2F4D0D534440,9d9c7dc9a57586f066b9657523e8cf31,ARTOPOLIS DEVELOPMENT,431,45 STREET,431 45TH STREET,BROOKLYN,11220,Brooklyn,3,3011229,3007380064,307,BK32,38,072,15,008000,VISUAL ARTS,0101000020110F000034E32BC8816D5FC10B2433D46AEC5241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,Artopolis Development,Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.6488434298351,-74.0085951612752,981864.897802971,175667.65478026,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E610000018C3FD78697E52C07CAADFFB53614440,baf320f0a306f3c0fa9ea67e6ebde540,"ARTS & BUSINESS COUNCIL, INC.",1,EAST 53 STREET,1 EAST 53RD STREET,NEW YORK,10022,Manhattan,1,1035725,1012890005,105,MN17,04,018,02,010200,"MULTI-DISCIPLINE, NON-PERFORM",0101000020110F00009DEA500DE0695FC1DEA0F94569FC5241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,"Arts & Business Council, Inc.",Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.7603754846686,-73.9751875379701,991123.78922611,216302.986295632,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E610000080AB8380627E52C0D6AA139D70554440,4a4f355bfe54ea46d6b808e1953a8b01,"ARTS & DEMOCRACY, INC.",88,PROSPECT PARK WEST,88 PROSPECT PARK WEST,BROOKLYN,11215,Brooklyn,3,3025556,3010830038,306,BK37,39,078,15,016500,"MULTI-DISCIPL, PERF & NON-PERF",0101000020110F000043D43336D4695FC1F08FD13817EF5241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,"Arts & Democracy, Inc.",Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.6674991937668,-73.9747620855178,991251.401268386,182465.361333039,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E6100000B937190BA87152C060E45FA470584440,8e7411408143cdbcdd42692e5ad7b0e3,"ARTS @ HENSON-PARKS, INC.",114-60,174 STREET,11460 174TH STREET,JAMAICA,11434,Queens,4,4268603,4123950029,412,QN08,27,113,29,043200,PHOTOGRAPHY,0101000020110F0000CF844D6435545FC1CF92835673F25241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,"Arts @ Henson-Parks, Inc.",Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.6909375637267,-73.7758815523402,1046402.12836855,191083.134287741,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E6100000C67ED95F7B7F52C0E276558676604440,3ab72f675fee1c03992129349fe5fd21,"ARTS CONNECTION, INC.",520,EIGHTH AVENUE,520 EIGHTH AVENUE,NEW YORK,10018,Manhattan,1,1083624,1007860001,105,MN17,03,014,02,010900,"MULTI-DISCIPLINE, NON-PERFORM",0101000020110F000031BF404DB16B5FC13C9E97F870FB5241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,"Arts Connection, Inc.",Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.753617088061,-73.991905176542,986492.734183768,213839.812304305,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E6100000CDE49B6D6E7952C019761893FE544440,5f34dcb2470edff2d195d562dec9a640,ARTS EAST NEW YORK INC.,534,LIVONIA AVENUE,534 LIVONIA AVE,BROOKLYN,11207,Brooklyn,3,3418180,3038197501,305,BK85,42,075,19,113000,"MULTI-DISCIPL, PERF & NON-PERF",0101000020110F00000DA8BC426A615FC1DD970B8997EE5241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,ARTs East New York Inc.,Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.664019,-73.897365,1012724.0705736,181213.101093054,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E6100000E26181639E7F52C0081619AD4C5F4440,c651da7a16d64999ee6484cf79c9f83e,"ARTS ENGINE, INC.",145,WEST 24 STREET,145 WEST 24TH STREET,NEW YORK,10011,Manhattan,1,1014975,1008000015,104,MN13,03,013,02,009100,FILM/VIDEO/AUDIO,0101000020110F0000849FECC6EC6B5FC1DD5B590F23FA5241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,"Arts Engine, Inc.",Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.7445274708262,-73.9940422786235,985900.858563068,210528.124878979,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E61000001FFC60C6927F52C09D127C052D5F4440,1b502c57b20e3d8066b6b3b4c5476d3c,"ARTS FOR ALL, INC.",119,WEST 23 STREET,119 WEST 23RD STREET,NEW YORK,10011,Manhattan,1,1014952,1007990028,104,MN13,03,013,02,009100,"MULTI-DISCIPL, PERF & NON-PERF",0101000020110F00009A09C50CD96B5FC1BC7D4393FFF95241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,"Arts For All, Inc.",Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.7435614448379,-73.9933334300153,986097.304200351,210176.184944893,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E6100000D37465191F7F52C0955D5A640B5C4440,810b0420fb6c4b844644c4d46f00f715,"ARTS FOR ART, INC.",107,SUFFOLK STREET,107 SUFFOLK STREET,NEW YORK,10002,Manhattan,1,1004301,1003530054,103,MN28,01,007,01,001402,"MULTI-DISCIPLINE, PERFORMING",0101000020110F000021912390146B5FC1E52078207DF65241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,"Arts for Art, Inc.",Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.7190976563681,-73.9862731447968,988055.103434355,201263.489895179,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E61000000824420B387C52C0F014D85390694440,60cc41c7c481ac84f9673667c87f1b59,ARTS HORIZONS LEROY NEIMAN ART CENTER,2785,FREDERICK DOUGLASS BOULEVARD,2785 FREDERICK DOUGLASS BLVD,NEW YORK,10039,Manhattan,1,1087475,1020450054,110,MN03,09,032,05,025900,VISUAL ARTS,0101000020110F0000C122B26826665FC1442E816FA6055341,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,Arts Horizons LeRoy Neiman Art Center,Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.824717026242,-73.9409206529527,1000600.92332298,239749.373770403,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E6100000D9C77DE1507F52C002B0AFDE4F5D4440,2a05d61b9900a856bfc06356cb3ca345,"ARTS ON SITE NYC, INC.",12,SAINT MARKS PLACE,12 SAINT MARKS PLACE,NEW YORK,10003,Manhattan,1,1006665,1004630015,103,MN22,02,009,01,003800,"MULTI-DISCIPL, PERF & NON-PERF",0101000020110F00000749441F696B5FC187352EC1E8F75241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,"Arts On Site NYC, Inc.",Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.728999934945,-73.9893115738227,987212.406464898,204871.078514097,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E6100000D0861BA16E7F52C02A45A05F985D4440,88bb25568aba13e4a73308647c8746bd,"ARTS RESOURCES IN COLLABORATION, INC.",70,EAST 10 STREET,70 EAST 10TH STREET,NEW YORK,10003,Manhattan,1,1008954,1005550001,102,MN23,02,009,02,005700,DANCE,0101000020110F0000F23D28A79B6B5FC101667C033AF85241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,"Arts Resources in Collaboration, Inc.",Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.7312125713891,-73.9911272782149,986709.083799433,205677.154804371,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E61000007408E8D6858052C08C06D449BA5D4440,11d8e629aeba60c63444c9d68705beca,"ARTSGENESIS, INC.",154,CHRISTOPHER STREET,154 CHRISTOPHER STREET,NEW YORK,10014,Manhattan,1,1010421,1006040033,102,MN23,03,006,02,006900,"MULTI-DISCIPL, PERF & NON-PERF",0101000020110F00004E2964EB756D5FC18D015D0660F85241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,"Artsgenesis, Inc.",Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.7322475705415,-74.0081689134548,981986.012554183,206054.218392517,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E61000005CCCC57A557B52C040F4ED60F6564440,5a4e82950f39ff2cf62886d88aaf94a9,ASASE YAA CULTURAL ARTS FOUNDATION,1803,FULTON STREET,1803 FULTON STREET,BROOKLYN,11233,Brooklyn,3,3047930,3016950049,303,BK61,36,081,16,038100,"MULTI-DISCIPLINE, PERFORMING",0101000020110F000073CB0891A5645FC176B5B6AECBF05241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,Asase Yaa Cultural Arts Foundation,Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.6793938791166,-73.9270922595619,1004472.16476027,186806.341575185,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E61000001DE644BFBA7F52C034568948F75D4440,db4ae30f5a316719e9cfc8aeef55b3f4,"ASCENSION MUSIC CHORUS AND ORCHESTRA, INC.",12,WEST 11 STREET,12 WEST 11TH STREET,NEW YORK,10011,Manhattan,1,1009538,1005740038,102,MN23,03,006,02,006300,MUSIC,0101000020110F0000EF115DF21C6C5FC1B57D7763A4F85241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,"Ascension Music Chorus and Orchestra, Inc.",Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.7341089888181,-73.9957731411782,985421.427271269,206732.314125968,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E6100000AA108FC4CB7F52C06F83DA6FED584440,d06d6d23adde84f1c297a9880cbff06e,"ASIA ART ARCHIVE IN AMERICA, INC.",43,REMSEN STREET GARDEN,43 REMSEN STREET GARDEN,BROOKLYN,11201,Brooklyn,3,,3002470008,302,BK09,33,013,84,000301,VISUAL ARTS,0101000020110F0000E399A8DB396C5FC15882D81FFFF25241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,"Asia Art Archive in America, Inc.",Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.694746,-73.996812,985134.040943709,192391.167220632,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E6100000E7D1CDF2B67D52C0611C05168A624440,e86e7460b5ec83f8493d5439ea62023f,ASIA SOCIETY,725,PARK AVENUE,725 PARK AVENUE,NEW YORK,10021,Manhattan,1,1042714,1014050001,108,MN40,04,019,02,012800,HISTORICAL SOCIETIES,0101000020110F000021538DCFB0685FC15AAE6701C5FD5241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,Asia Society,Non-public,Non-public,NYC Department of Education,NYCDOE,City,,,,40.7698390507655,-73.9642912874184,994140.968723231,219751.918374761,nysed_activeinstitutions,HISTORICAL SOCIETIES
0101000020E6100000E7D1CDF2B67D52C0611C05168A624440,135496c69f3a992d726ad4b47da53b2a,ASIA SOCIETY,725,PARK AVENUE,725 PARK AVENUE,NEW YORK,10021,Manhattan,1,1042714,1014050001,108,MN40,04,019,02,012800,MUSEUM,0101000020110F000021538DCFB0685FC15AAE6701C5FD5241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,Asia Society,Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.7698390507655,-73.9642912874184,994140.968723231,219751.918374761,dcla_culturalinstitutions,MUSEUMS
0101000020E6100000BC53D949248052C01DE3F515F35B4440,1fc3241cb52807ebf24e7ad344d0b6d2,"ASIAN AMERICAN ACTIVITY CENTER, INC.",396,BROADWAY,396 BROADWAY,NEW YORK,10013,Manhattan,1,1002323,1001950007,101,MN24,01,005,02,003100,"MULTI-DISCIPLINE, NON-PERFORM",0101000020110F0000F9E22338D06C5FC11FEEDEE361F65241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,"Asian American Activity Center, Inc.",Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.7183558893796,-74.0022148725829,983636.027390945,200992.951082244,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E610000020C78010A78052C0BE5418D8E45B4440,93e58dc888050940d3dbd54f090c2a8c,ASIAN AMERICAN ARTS ALLIANCE,20,JAY STREET,20 JAY STREET,NEW YORK,10013,Manhattan,1,1001553,1001430021,101,MN24,01,001,02,003900,"MULTI-DISCIPL, PERF & NON-PERF",0101000020110F000052CA005BAE6D5FC1FBCF79EE51F65241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,Asian American Arts Alliance,Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.7179212683491,-74.0101968057247,981423.381315496,200834.762094166,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E610000051DE5E4AD37F52C04D330275835B4440,d81feb4278e1c082b3ee35eec8643f23,"ASIAN AMERICAN ARTS CENTRE, INC.",26,BOWERY,26 BOWERY,NEW YORK,10013,Manhattan,1,1001802,1001630035,103,MN27,01,005,02,002900,VISUAL ARTS,0101000020110F00003BF7D7A2466C5FC19A9485CEE4F55241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,"Asian American Arts Centre, Inc.",Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.7149492512459,-73.9972711492967,985006.488312479,199751.812816495,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E6100000E9F16631C67152C0D1D4605E79604440,844f97317816dd31762413f53589c1a9,ASIAN AMERICAN COALITION FOR EDUCATION,202-39,ROCKY HILL ROAD,202-39 ROCKY HILL ROAD,BAYSIDE,11361,Queens,4,4538785,4055610046,411,QN46,19,111,26,145102,"MULTI-DISCIPL, PERF & NON-PERF",0101000020110F0000D4419E9A68545FC1FC9AD72874FB5241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,Asian American Coalition for Education,Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.7537038777169,-73.7777217393228,1045833.78528489,213949.463534574,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E610000020C78010A78052C0BE5418D8E45B4440,037a6996986940983714ff24ddbe4f84,"ASIAN AMERICAN FILM LAB, INC.",20,JAY STREET,20 JAY STREET,NEW YORK,10013,Manhattan,1,1001553,1001430021,101,MN24,01,001,02,003900,FILM/VIDEO/AUDIO,0101000020110F000052CA005BAE6D5FC1FBCF79EE51F65241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,"Asian American Film Lab, Inc.",Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.7179212683491,-74.0101968057247,981423.381315496,200834.762094166,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E610000034FCBA02837F52C0B780891F59554440,20dc6c27501884d8e94550144575fba2,"ASIAN AMERICAN WOMEN ARTISTS ALLIANCE, INC.",136,15 STREET,136 15TH STREET,BROOKLYN,11215,Brooklyn,3,3023861,3010460036,307,BK37,39,072,15,011700,VISUAL ARTS,0101000020110F0000A890D045BE6B5FC18BF377EBFCEE5241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,"Asian American Women Artists Alliance, Inc.",Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.6667823239708,-73.9923712564494,986366.358288229,182203.268963137,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E6100000659C250B7A7F52C011A45D116E5F4440,05ba347e4633dbf94e6732ac752a012c,ASIAN AMERICAN WRITERS' WORKSHOP,110,WEST 27 STREET,110-112 WEST 27TH STREET,NEW YORK,10001,Manhattan,1,1015048,1008020050,105,MN17,03,013,02,009500,LITERATURE,0101000020110F00001FFF880AAF6B5FC14C14087E48FA5241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,Asian American Writers' Workshop,Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.7455465037566,-73.9918239466948,986515.51399386,210899.440728628,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E6100000E7986338647F52C084E4C172B95F4440,2bed2215d420f7198e5ab013d91a4a41,"ASIAN CINEVISION, INC.",115,WEST 30 STREET,115 WEST 30TH STREET,NEW YORK,10001,Manhattan,1,1015161,1008060026,105,MN17,03,014,02,010100,FILM/VIDEO/AUDIO,0101000020110F0000515EDDF8896B5FC17E7C1DFF9CFA5241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,"Asian CineVision, Inc.",Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.7478469321004,-73.9904919598226,986884.505117655,211737.597735955,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E610000012FAD80CA67E52C056D3355BF1604440,966e94153fe513d24a7df2f91b8baf61,"ASIAN CULTURAL COUNCIL, INC.",6,WEST 48 STREET,6 WEST 48TH STREET,NEW YORK,10036,Manhattan,1,1034487,1012630043,105,MN17,04,018,02,009600,"MULTI-DISCIPL, PERF & NON-PERF",0101000020110F00001276F8F2466A5FC100541DB0FAFB5241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,"Asian Cultural Council, Inc.",Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.7573656094379,-73.9788848990359,990099.774705895,215206.121893488,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E610000094BA60ADC27F52C0B1B18B9B905F4440,4f2360b8e41cbb3aeb0621a7b78d124b,ASSOC OF HISPANIC ARTS INC,250,WEST 26 STREET,250 WEST 26 STREET,NEW YORK,10001,Manhattan,1,1014206,1007750064,104,MN13,03,010,02,009100,HISTORICAL SOCIETIES,0101000020110F0000DE1DB56A2A6C5FC12CB958366FFA5241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,Assoc Of Hispanic Arts Inc,Non-public,Non-public,NYC Department of Education,NYCDOE,City,,,,40.74660057374,-73.9962571568124,985287.093222349,211283.38859293,nysed_activeinstitutions,HISTORICAL SOCIETIES
0101000020E61000004C9D487EB37F52C02A8A18890F614440,96fc890f4d4226c1cf283929a0e01561,ASSOCIATION FOR CULTURAL EQUITY,450,WEST 41 STREET,450 WEST 41 STREET,NEW YORK,10036,Manhattan,1,1026319,1010500006,104,MN15,03,010,02,011500,HISTORICAL SOCIETIES,0101000020110F0000363B16A0106C5FC1BAC290861CFC5241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,Association For Cultural Equity,Non-public,Non-public,NYC Department of Education,NYCDOE,City,,,,40.7582866067717,-73.9953304013372,985543.658161976,215541.000715514,nysed_activeinstitutions,HISTORICAL SOCIETIES
0101000020E61000004D260C2FBB7D52C07D08FCE538614440,14c1632f0e890e8c9d47a0254922ab62,"ASSOCIATION FOR DEVELOPMENT OF DRAMATIC ARTS, INC.",301,EAST 57 STREET,301 EAST 57TH ST,NEW YORK,10022,Manhattan,1,1039997,1013500001,106,MN19,05,017,02,010800,THEATER,0101000020110F0000B2AA3F01B8685FC162AF47E74AFC5241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,"Association for Development of Dramatic Arts, Inc.",Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.7595489006644,-73.9645497912072,994070.882892982,216002.848391782,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E61000001CB22A058F7C52C0D854D40178654440,c902fee16141b1260c84981bf12cacd7,"ASSOCIATION OF HISPANIC ARTS, INC.",1702,LEXINGTON AVENUE,1702 LEXINGTON AVENUE,NEW YORK,10029,Manhattan,1,1052054,1016340056,111,MN33,08,023,04,017200,OTHER,0101000020110F0000E4F59425BA665FC11545D6210E015341,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,"Association of Hispanic Arts, Inc.",Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.7927248274588,-73.9462292592002,999138.857438878,228092.53648271,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E6100000811F50F26F7B52C049F2939ADD624440,27e01aa271a38b116fa0ffd2e6ab02c2,ASTORIA,14-01,ASTORIA BOULEVARD,14-01 ASTORIA BOULEVARD,ASTORIA,11102,Queens,4,4006113,4005400030,401,QN71,22,114,30,008300,PUBLIC LIBRARY,0101000020110F0000F7AEF885D2645FC18A9799AA22FE5241,LIBRARIES,LIBRARIES AND CULTURAL PROGRAMS,Local,Queens Public Library,,Public,Queens Public Library,QPL,City,,,,40.7723878118891,-73.9287076742603,1003996.52872658,220686.536530953,qpl_libraries,PUBLIC LIBRARIES
0101000020E610000021E9A3A0468052C08EE135F6EA5C4440,32b154753c0b3d8e7b557b03f0c89aab,ASTORIA BIG BAND,161,SIXTH AVENUE,161 SIXTH AVENUE,NEW YORK,10013,Manhattan,1,1007822,1005050031,102,MN24,03,001,02,003700,MUSIC,0101000020110F0000D6122F8C0A6D5FC1A68666AA77F75241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,Astoria Big Band,Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.7259204638568,-74.0043107605639,983055.173473604,203748.980200644,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E61000003049D770BC7A52C0F63C9074A3634440,55d387e1fcd4e65a99a98668f5d8a725,"ASTORIA MUSIC SOCIETY, INC.",22-70,23 STREET,22-70 23RD STREET,ASTORIA,11105,Queens,4,4019527,4008780066,401,QN72,22,114,30,010100,MUSIC,0101000020110F00007DFD5F9DA1635FC123259F8F00FF5241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,"Astoria Music Society, Inc.",Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.7784257606781,-73.9177515127565,1007029.09698237,222889.022611545,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E6100000DB8F2DA6087C52C05059D460E86B4440,6c5203a9906454fbf6d3f7c2d56c81f2,ATHENA THEATRE,1224,ST NICHOLAS AVENUE,1224 ST NICHOLAS AVENUE,NEW YORK,10032,Manhattan,1,1063062,1021280003,112,MN36,10,033,06,025300,THEATER,0101000020110F00006F1870E7D5655FC17AF687FF47085341,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,Athena Theatre,Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.8430291210994,-73.938027901167,1001396.80715544,246421.698807242,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E610000075056424D87E52C0B0BF0ECBC0574440,5558923b180fce8011681dd02d144749,ATLANTIC AVENUE LOCAL DEVELOPMENT CORPORATION,494,ATLANTIC AVENUE,494 ATLANTIC AVENUE,BROOKLYN,11217,Brooklyn,3,3000977,3001850014,302,BK38,33,084,15,003900,"MULTI-DISCIPL, PERF & NON-PERF",0101000020110F0000DD8A0C099C6A5FC1782DBC60AEF15241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,Atlantic Avenue Local Development Corporation,Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.6855710813537,-73.981942269971,989258.14597577,189048.975785933,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E610000074911B95348052C055E534D3E45E4440,f7087d32b788954e52b439ebc84d46d1,ATLANTIC THEATER COMPANY,76,NINTH AVENUE,76 NINTH AVENUE,NEW YORK,10011,Manhattan,1,1013043,1007390001,104,MN13,03,010,02,008300,THEATER,0101000020110F0000756371E5EB6C5FC122A945A5AEF95241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,Atlantic Theater Company,Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.7413581856041,-74.0032093781682,983360.653026732,209373.413487958,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E6100000D722BDEE137F52C01D147BEE9E5C4440,a732b69162a35c724429dcf0cbc5c2db,"AUDIENCE, INC.",39,AVENUE A,39 AVENUE A,NEW YORK,10009,Manhattan,1,1077953,1004300010,103,MN22,02,009,01,003002,FILM/VIDEO/AUDIO,0101000020110F0000C5E76B98016B5FC136040A7622F75241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,"Audience, Inc.",Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.7236002064676,-73.9855915877373,988243.762177774,202903.937724286,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
