the_geom,uid,facname,addressnum,streetname,address,city,zipcode,boro,borocode,bin,bbl,commboard,nta,council,schooldist,policeprct,censtract,factype,the_geom_webmercator,facgroup,facdomain,servarea,opname,opabbrev,optype,overagency,overabbrev,overlevel,capacity,captype,proptype,latitude,longitude,xcoord,ycoord,datasource,facsubgrp
0101000020E6100000866FCBCA327F52C08A73B077B6594440,34c3d92a1a4e6f2b5a94f934c92276fa,A BLADE OF GRASS FUND,81,PROSPECT STREET,81 PROSPECT STREET,BROOKLYN,11201,Brooklyn,3,3000163,3000640025,302,BK38,33,084,13,002100,VISUAL ARTS,0101000020110F0000131B7603366B5FC1E9625652E0F35241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,A Blade of Grass Fund,Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.7008809672908,-73.9874751078297,987722.866566025,194626.549822596,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E6100000AFF7B86BB67E52C09E764CEE5B5C4440,3b581b81bb8b46f851d116a3a9ab4ec5,A GATHERING OF THE TRIBES,285,EAST 3 STREET,285 EAST 3RD STREET,NEW YORK,10009,Manhattan,1,1004405,1003730063,103,MN28,02,009,01,002601,"MULTI-DISCIPL, PERF & NON-PERF",0101000020110F0000FFE897C1626A5FC1978CC860D7F65241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,A Gathering of the Tribes,Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.7215555070263,-73.9798840814899,989825.955043561,202159.302472072,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E610000041102043C77E52C004FF5BC98E574440,d5c6bec53fed8f82c4c13c0bb65e8acf,"A PUBLIC SPACE LITERARY PROJECTS, INC.",323,DEAN STREET,323 DEAN STREET,BROOKLYN,11217,Brooklyn,3,3001212,3001927501,302,BK38,33,084,15,003900,LITERATURE,0101000020110F00003FDCF15C7F6A5FC12586E55E76F15241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,"A Public Space Literary Projects, Inc.",Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.684045,-73.980912,989544.003063368,188493.040625023,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E6100000EB8A5D06487D52C07802F8E635634440,8405db254883920dc936b9ecfb7043e7,AAMC FOUNDATION,174,EAST 80 STREET,174 EAST 80TH STREET,NEW YORK,10075,Manhattan,1,1047499,1015080142,108,MN40,05,019,02,014000,VISUAL ARTS,0101000020110F0000B6F75765F4675FC11DC542B185FE5241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,AAMC Foundation,Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.7750824652657,-73.9575210488799,996015.332920687,221663.106195422,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E610000095BAAE80E47C52C0919246D9C0684440,2385a1dd4a298b21a29bae146dd1d8da,"AARON DAVIS HALL, INC.",150,CONVENT AVENUE,150 CONVENT AVENUE,NEW YORK,10031,Manhattan,1,1086181,1019710018,109,MN06,09,026,05,021303,"MULTI-DISCIPLINE, PERFORMING",0101000020110F00006D7CEF584B675FC1726BFA94BD045341,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,"Aaron Davis Hall, Inc.",Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.8183852762787,-73.951446695932,997688.992700686,237440.698396577,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E61000002BE840744E7F52C09FCD2C10CC554440,301ff4df5c6c13c082d5c52885e0ec0d,ABAKUA AFRO-LATIN DANCE COMPANY,250,NINTH STREET,250 NINTH STREET,BROOKLYN,11215,Brooklyn,3,3022243,3010090034,306,BK37,39,078,15,012100,DANCE,0101000020110F0000CC260800656B5FC121D2DF9E7DEF5241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,ABAKUA Afro-Latin Dance Company,Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.6702900141493,-73.9891634591919,987256.104048105,183481.313629838,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E6100000D37465191F7F52C0955D5A640B5C4440,6b441643850b5b263e05fa1f884ce805,ABC NO RIO,107,SUFFOLK STREET,107 SUFFOLK STREET,NEW YORK,10002,Manhattan,1,1004301,1003530054,103,MN28,01,007,01,001402,VISUAL ARTS,0101000020110F000021912390146B5FC1E52078207DF65241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,ABC No Rio,Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.7190976563681,-73.9862731447968,988055.103434355,201263.489895179,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E6100000FCB7CCDE917F52C0F3594A2575604440,d8a7569b6c7f675fc3b35eae61f453b4,ABINGDON THEATRE COMPANY,312,WEST 36 STREET,312 WEST 36TH STREET,NEW YORK,10018,Manhattan,1,1080495,1007590049,104,MN13,03,014,02,011100,THEATER,0101000020110F0000E9BE6883D76B5FC11FCEC66C6FFB5241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,Abingdon Theatre Company,Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.7535750020069,-73.9932782172399,986112.32369131,213824.446818803,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E61000007A98ACD7787F52C022A087BBC05D4440,753ca0884f19c271cad2f3bb978694a2,ABRAHAM LINCOLN BRIGADE ARCHIVES,799,BROADWAY,799 BROADWAY,NEW YORK,10003,Manhattan,1,1009108,1005620024,102,MN23,02,006,02,006100,HISTORICAL SOCIETIES,0101000020110F0000F1044300AD6B5FC1AE1E573F67F85241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,Abraham Lincoln Brigade Archives,Non-public,Non-public,NYC Department of Education,NYCDOE,City,,,,40.7324442302927,-73.9917506394867,986536.276335453,206125.869786201,nysed_activeinstitutions,HISTORICAL SOCIETIES
0101000020E61000007A98ACD7787F52C022A087BBC05D4440,fef4c22006cce4ce4b38e4544e423e6a,ABRAHAM LINCOLN BRIGADE ARCHIVES,799,BROADWAY,799 BROADWAY,NEW YORK,10003,Manhattan,1,1009108,1005620024,102,MN23,02,006,02,006100,HUMANITIES,0101000020110F0000F1044300AD6B5FC1AE1E573F67F85241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,Abraham Lincoln Brigade Archives,Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.7324442302927,-73.9917506394867,986536.276335453,206125.869786201,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E6100000345E71320E7D52C0CA84030CBC544440,683e69d34eb2d15b7ec62f98dc967475,"ABUNDANCE ACADEMY OF THE ARTS, INC.",430,ROGERS AVENUE,430 ROGERS AVENUE,BROOKLYN,11225,Brooklyn,3,3035282,3013280044,309,BK60,40,071,17,080000,"MULTI-DISCIPLINE, PERFORMING",0101000020110F0000E436642B92675FC1E21D8E0C4DEE5241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,"AbunDance Academy of the Arts, Inc.",Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.6619887368375,-73.9539915186986,997014.542864525,180460.090245154,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E610000053B0EA798A7F52C09094583D26614440,8e0f71d7dc58bf23e17eade17b058173,"ABUNDANT WATERS, INC.",400,WEST 43 STREET,400 W43RD ST,NEW YORK,10036,Manhattan,1,1083745,1010520001,104,MN15,03,010,02,012100,"MULTI-DISCIPLINE, PERFORMING",0101000020110F0000143328F4CA6B5FC1381A7BFB35FC5241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,"Abundant Waters, Inc.",Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.7589794809838,-73.9928269187815,986237.198301647,215793.484309202,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E6100000BDAC1E287A8052C0C3BBD4F8975A4440,39b0a0403d8f40cb286d07e9f930b8f6,ACADEMY OF AMERICAN POETS,75,MAIDEN LANE,75 MAIDEN LANE,NEW YORK,10038,Manhattan,1,1001112,1000680011,101,MN25,01,001,02,001502,LITERATURE,0101000020110F0000D9443D13626D5FC1C22FA1F5DCF45241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,Academy of American Poets,Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.7077628172624,-74.0074558543738,982182.875254293,197133.653518704,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E6100000FD0D92462A8052C0499BB316E55B4440,bab0701e517cd895cd3fda41e06042d2,ACCESS THEATER,380,BROADWAY,380 BROADWAY,NEW YORK,10013,Manhattan,1,1002317,1001950001,101,MN24,01,005,02,003100,THEATER,0101000020110F00001E3E9F63DA6C5FC15B35A13452F65241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,Access Theater,Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.7179287316308,-74.002580301887,983534.724165479,200837.327213705,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E6100000239F0099507F52C08AD01D5A315F4440,0850e07cf4265c6c622a428de9ae926c,"ACMP ASSOCIATED CHAMBER MUSIC PLAYERS, INC.",1133,BROADWAY,1133 BROADWAY,NEW YORK,10010,Manhattan,1,1015625,1008270049,105,MN13,03,013,02,005800,MUSIC,0101000020110F0000511523A4686B5FC1BEEF056E04FA5241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,"ACMP Associated Chamber Music Players, Inc.",Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.7436936040477,-73.9892942911215,987216.542279456,210224.445742583,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E6100000695D30AE067E52C0FFC254A6BD584440,5d0ef683b5358f74b4a07519cb40927a,ACTIONPLAY INCORPORATED,417,MYRTLE AVENUE,417 MYRTLE AVE,BROOKLYN,11205,Brooklyn,3,3054291,3018870095,302,BK68,35,088,13,018700,FILM/VIDEO/AUDIO,0101000020110F00002BE5573E38695FC16DBD7798C9F25241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,ACTIONPLAY INCORPORATED,Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.6932876504779,-73.9691577408136,992802.828026818,191861.337127662,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E61000008555BF2A547F52C0457EF298925E4440,023126f826b1a5d46525a87e007875a8,ACTORS COMPANY THEATRE,900,BROADWAY,900 BROADWAY,NEW YORK,10003,Manhattan,1,1016184,1008480061,105,MN13,02,013,02,005200,THEATER,0101000020110F0000258E39B46E6B5FC128A57F7952F95241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,Actors Company Theatre,Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.738848799138,-73.9895121448991,987156.386528509,208459.32214029,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E61000009C669022847F52C06CBF8967A05F4440,eabc69f6a358cd860b1ade5f2d255ed9,"ACTORS THEATRE WORKSHOP, INC.",145,WEST 28 STREET,145 W 28TH ST,NEW YORK,10001,Manhattan,1,1015100,1008040011,105,MN17,03,013,02,009500,THEATER,0101000020110F00008DA8BA2EC06B5FC106FAD1EB80FA5241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,"Actors Theatre Workshop, Inc.",Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.7470826552006,-73.9924398813404,986344.795503268,211459.094559498,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E6100000AEBCE47FF27E52C014200A664C614440,df06c7749775957b34677c9fb5c2b8a4,ACTORS' FUND OF AMERICA,729,SEVENTH AVENUE,729 SEVENTH AVENUE,NEW YORK,10019,Manhattan,1,1022699,1010017501,105,MN17,04,018,02,012500,"MULTI-DISCIPLINE, NON-PERFORM",0101000020110F0000368A5CCEC86A5FC125E9A9C460FC5241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,Actors' Fund of America,Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.760144,-73.983551,988806.877614298,216218.103171358,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E61000003C8C3B1D2C7F52C08A0991FC1F5A4440,221d368eadb78642be33530c2dab86fe,"AFC NEW YORK, INC.",20,JAY STREET,20 JAY STREET,BROOKLYN,11201,Brooklyn,3,3000010,3000190001,302,BK38,33,084,13,002100,"MULTI-DISCIPL, PERF & NON-PERF",0101000020110F0000DE2099AB2A6B5FC17811A88856F45241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,"AFC New York, Inc.",Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.7041011532011,-73.987067516472,987835.709132748,195799.776101158,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E6100000F2E2979DDE7652C05A88080EA96A4440,81b71e7cf0f2982de77ff79192b81d7d,AFRICAN AMERICAN WOMEN IN CINEMA,2006,WESTCHESTER AVENUE,2006 WESTCHESTER AVENUE,BRONX,10462,Bronx,2,2026267,2038050001,209,BX59,18,043,08,009200,OTHER,0101000020110F00003B4B0C4C105D5FC1C84A0D88E1065341,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,African American Women In Cinema,Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.8332841436065,-73.8573373778597,1023728.50698897,242897.322827871,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E61000003739FAD0CD7D52C0FE1C5EF2E7664440,a515163d971f3a7bc5a7ecd4590801b0,AFRICAN DIASPORA FILM FESTIVAL,535,CATHEDRAL PARKWAY,535 CATHEDRAL PARKWAY,NEW YORK,10025,Manhattan,1,1056904,1018820008,109,MN09,07,026,03,019900,FILM/VIDEO/AUDIO,0101000020110F0000C26A74A7D7685FC1EB3B3BEDAA025341,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,African Diaspora Film Festival,Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.8039534530198,-73.9656870311345,993749.492588427,232180.80717753,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E6100000FF437CFDD37F52C0D0521200CA5E4440,9aa722bdff604be737cfd00a0df5b06e,"AFRICAN FILM FESTIVAL, INC.",154,WEST 18 STREET,154 WEST 18TH STREET,NEW YORK,10011,Manhattan,1,1014671,1007930067,104,MN13,03,013,02,008100,FILM/VIDEO/AUDIO,0101000020110F0000369316D3476C5FC1CB8EA09390F95241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,"African Film Festival, Inc.",Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.7405395593138,-73.9973138536006,984994.363984979,209075.157063261,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E6100000D7228538437E52C0F1F87CF3BC654440,a956227e7f2f61d5ef35fc0aff2a9ef5,"AFRICAN VOICES COMMUNICATIONS, INC.",270,WEST 96 STREET,270 WEST 96TH STREET,NEW YORK,10025,Manhattan,1,1033711,1012430060,107,MN12,06,024,03,018300,LITERATURE,0101000020110F00008C7FD1139F695FC1928AC6795B015341,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,"African Voices Communications, Inc.",Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.7948288307397,-73.9728528309018,991766.682297275,228855.692746322,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E6100000B7CC87FC2E7252C00E249C4EA45A4440,e921de6edc61debba579367ac0fd99d5,"AFRIKAN POETRY THEATRE, INC.",176-03,JAMAICA AVENUE,176-03 JAMAICA AVENUE,JAMAICA,11432,Queens,4,4209975,4098120008,412,QN61,27,103,29,046800,"MULTI-DISCIPL, PERF & NON-PERF",0101000020110F0000F0FB319B1A555FC16C1F8EC7EAF45241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,"Afrikan Poetry Theatre, Inc.",Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.7081392538458,-73.7841178251427,1044102.6194559,197344.465748374,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E6100000D37465191F7F52C0955D5A640B5C4440,80cfffe49b0a2c28a7b4797246c758ae,AFRO BRAZIL ARTS,107,SUFFOLK STREET,107 SUFFOLK STREET,NEW YORK,10002,Manhattan,1,1004301,1003530054,103,MN28,01,007,01,001402,"MULTI-DISCIPL, PERF & NON-PERF",0101000020110F000021912390146B5FC1E52078207DF65241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,Afro Brazil Arts,Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.7190976563681,-73.9862731447968,988055.103434355,201263.489895179,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E6100000D37465191F7F52C0955D5A640B5C4440,44b1fa47fc654495371d1bd9c0de2dec,"AFRO-ASIAN, INC.",107,SUFFOLK STREET,107 SUFFOLK STREET,NEW YORK,10002,Manhattan,1,1004301,1003530054,103,MN28,01,007,01,001402,MUSIC,0101000020110F000021912390146B5FC1E52078207DF65241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,"Afro-Asian, Inc.",Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.7190976563681,-73.9862731447968,988055.103434355,201263.489895179,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E61000008A3A730F097752C0821ABE8575554440,651d16a2d7b7b0beec787d400470a008,AFRO-HERITAGE VENTURE,901,DREW STREET,901 DREW STREET,BROOKLYN,11208,Brooklyn,3,3323063,3045167501,305,BK82,42,075,19,122000,FOLK ARTS,0101000020110F0000D599CC64585D5FC1870BEAB71CEF5241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,Afro-Heritage Venture,Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.667649,-73.859928,1023108.11056949,182549.999342305,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E61000008D634FE1017252C0998DDC6A4C5D4440,745ebd079bd3fc6511a794962e10f76a,"AFTER SCHOOL ROCKS, INC.",187-08,UNION TURNPIKE,187-08 UNION TURNPIKE,FRESH MEADOWS,11366,Queens,4,4156126,4072560114,408,QN06,24,107,26,127700,MUSIC,0101000020110F0000F95914FDCD545FC1F816A5E2E4F75241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,"After School Rocks, Inc.",Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.7288945748252,-73.7813647532732,1044847.02436875,204908.134360789,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E61000006CF21173CE8052C04FECFCB85D5A4440,0c3243e381b7be8d5cdc05507ccc24c0,"AGUDATH ISRAEL OF AMERICA COMMUNITY SERVICES, INC.",42,BROADWAY,42 BROADWAY,NEW YORK,10004,Manhattan,1,1000812,1000220020,101,MN25,01,001,02,000900,HUMANITIES,0101000020110F00001A024241F16D5FC1772FE8B29BF45241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,"Agudath Israel of America Community Services, Inc.",Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.7059851870514,-74.0126006770385,980756.387523287,196486.172694243,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E610000050B4AEB2617C52C0311598BDA7654440,7f46ce80c3a48c652f0498443728c13b,AGUILAR LIBRARY,174,EAST 110 STREET,174 EAST 110 STREET,NEW YORK,10029,Manhattan,1,1052167,1016370141,111,MN33,08,023,04,017200,PUBLIC LIBRARY,0101000020110F0000133D98296D665FC169AD48AE43015341,LIBRARIES,LIBRARIES AND CULTURAL PROGRAMS,Local,New York Public Library,NYPL,Non-public,New York Public Library,NYPL,City,,,,40.7941815369217,-73.9434630113694,999904.475404853,228623.748289996,nypl_libraries,PUBLIC LIBRARIES
0101000020E61000004B581B63278052C0B5F97FD5915F4440,705478ceae551f87a223f09f66c96abb,"AHL FOUNDATION, INC.",420,WEST 23 STREET,420 WEST 23RD STREET,NEW YORK,10011,Manhattan,1,1012691,1007207501,104,MN13,03,010,02,009300,VISUAL ARTS,0101000020110F0000788A917BD56C5FC19DE44C9670FA5241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,"AHL Foundation, Inc.",Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.746638,-74.002404,983583.88320552,211297.011162514,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E61000007FFCA926207152C06280170010594440,72193ba797cb6ea3ae39085e2df44a6c,"AIMS OF MODZAWE, INC.",187-40,QUENCER ROAD,187-40 QUENCER ROAD,SAINT ALBANS,11412,Queens,4,4221355,4104010119,412,QN08,27,113,29,039800,DANCE,0101000020110F00000E67A5904E535FC1139962D725F35241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,"Aims of Modzawe, Inc.",Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.6958007921937,-73.7675873432181,1048697.55738155,192860.939131079,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E61000005112FB63AC7D52C0C301C844A4604440,384dc5d6cf41b30b73a9642b70cb6c14,"AKS CHORALE, INC.",429,EAST 52 STREET,429 EAST 52ND STREET,NEW YORK,10022,Manhattan,1,1040156,1013640034,106,MN19,04,017,02,008603,MUSIC,0101000020110F0000CFE888E09E685FC1DCFAEF41A4FB5241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,"Aks Chorale, Inc.",Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.7550130821797,-73.9636468841429,994321.703875779,214350.40451821,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E61000007C22F1AEAA7A52C0792EF36637634440,91e3a927525e4dc180677a50d87287f6,"AKTINA PRODUCTIONS, INC.",23-50,27 STREET,23-50 27TH STREET,ASTORIA,11105,Queens,4,4018140,4008540056,401,QN72,22,114,30,009700,MUSIC,0101000020110F00007E40B57383635FC193DAE65F87FE5241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,"AKTINA Productions, Inc.",Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.7751282393846,-73.9166676859695,1007330.41061234,221687.908872032,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E61000007EA884E3AC7C52C00BA7498DFF644440,94d744949ba8828dcab7807b850a400f,ALBANIAN ARTISTS ASSOCIATION,169,EAST 101 STREET,169 EAST 101ST STREET,NEW YORK,10029,Manhattan,1,1051843,1016290024,111,MN33,08,023,04,016600,FILM/VIDEO/AUDIO,0101000020110F0000ECDFADE1EC665FC13C66F20187005341,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,Albanian Artists Association,Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.7890488252288,-73.94805229144,998634.862950642,226752.937880321,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E6100000A7B22A38947F52C006923FBC15614440,128b67233e04361551770d1b428074df,ALCHEMY THEATRE COMPANY OF MANHATTAN,412,WEST 42 STREET,412 WEST 42ND STREET,NEW YORK,10036,Manhattan,1,1026330,1010510029,104,MN15,03,010,02,011500,THEATER,0101000020110F0000F146E480DB6B5FC1C560227A23FC5241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,Alchemy Theatre Company of Manhattan,Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.7584758100893,-73.9934215943309,986072.465831391,215609.967614011,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E610000064EDCF81A47B52C0EC373E86736C4440,7a48312a5231fc0e7b681c0d8daa98eb,"ALIANZA DOMINICANA, INC.",2410,AMSTERDAM AVENUE,2410 AMSTERDAM AVENUE,NEW YORK,10033,Manhattan,1,1063604,1021520048,112,MN36,10,034,06,026100,FOLK ARTS,0101000020110F000036AA7DCD2B655FC11A54B537E4085341,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,"Alianza Dominicana, Inc.",Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.8472755245019,-73.9319157152691,1003086.7601152,247970.078584498,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E610000017699854E67852C01D88340C355B4440,91e693ee48a8a9121ed26685aaef5fe2,"ALL FAITHS RESTORATION & BEAUTIFICATION PROGRAM, INC",67-29,METROPOLITAN AVENUE,67-29 METROPOLITAN AVENUE,MIDDLE VILLAGE,11379,Queens,4,4062578,4027900001,405,QN21,30,104,24,060701,UNSPECIFIED DISCIPLINE,0101000020110F0000A9F2C41583605FC1649F4FF38CF55241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,"All Faiths Restoration & Beautification Program, Inc",Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.7125563866141,-73.8890582550415,1015006.21685485,198899.484073906,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
